truth,predicted,count
District Court of Appeal of Florida,Court of Appeals of Texas,0
"District Court, C.D. California",Court of Appeals of Texas,0
"District Court, D. Alaska",Court of Appeals of Texas,0
"District Court, D. Arizona",Court of Appeals of Texas,0
"District Court, D. Massachusetts",Court of Appeals of Texas,0
"District Court, D. New Hampshire",Court of Appeals of Texas,0
"District Court, D. New Jersey",Court of Appeals of Texas,0
"District Court, D. South Carolina",Court of Appeals of Texas,0
"District Court, District of Columbia",Court of Appeals of Texas,0
"District Court, E.D. California",Court of Appeals of Texas,0
"District Court, E.D. New York",Court of Appeals of Texas,0
"District Court, E.D. Pennsylvania",Court of Appeals of Texas,0
"District Court, M.D. Florida",Court of Appeals of Texas,0
"District Court, N.D. California",Court of Appeals of Texas,0
"District Court, N.D. Illinois",Court of Appeals of Texas,0
"District Court, N.D. Indiana",Court of Appeals of Texas,0
"District Court, S.D. Florida",Court of Appeals of Texas,0
"District Court, S.D. Illinois",Court of Appeals of Texas,0
"District Court, S.D. New York",Court of Appeals of Texas,0
"District Court, W.D. Michigan",Court of Appeals of Texas,0
District of Columbia Court of Appeals,Court of Appeals of Texas,0
Florida Attorney General Reports,Court of Appeals of Texas,0
Florida Fifth District Court of Appeal,Court of Appeals of Texas,0
Florida First District Court of Appeal,Court of Appeals of Texas,0
Florida Fourth District Court of Appeal,Court of Appeals of Texas,0
Florida Second District Court of Appeal,Court of Appeals of Texas,0
Florida Third District Court of Appeal,Court of Appeals of Texas,0
Hawaii Intermediate Court of Appeals,Court of Appeals of Texas,0
Hawaii Supreme Court,Court of Appeals of Texas,0
Idaho Court of Appeals,Court of Appeals of Texas,0
Idaho Supreme Court,Court of Appeals of Texas,0
Illinois Supreme Court,Court of Appeals of Texas,0
Indiana Court of Appeals,Court of Appeals of Texas,0
Indiana Supreme Court,Court of Appeals of Texas,0
Louisiana Attorney General Reports,Court of Appeals of Texas,0
Louisiana Court of Appeal,Court of Appeals of Texas,0
Massachusetts Appeals Court,Court of Appeals of Texas,0
Massachusetts Supreme Judicial Court,Court of Appeals of Texas,0
Michigan Supreme Court,Court of Appeals of Texas,0
Mississippi Supreme Court,Court of Appeals of Texas,0
Missouri Attorney General Reports,Court of Appeals of Texas,0
Missouri Court of Appeals,Court of Appeals of Texas,0
Montana Supreme Court,Court of Appeals of Texas,0
Nebraska Attorney General Reports,Court of Appeals of Texas,0
Nebraska Court of Appeals,Court of Appeals of Texas,0
Nevada Supreme Court,Court of Appeals of Texas,1
New Jersey Court of Chancery,Court of Appeals of Texas,0
New Jersey Superior Court Appellate Division,Court of Appeals of Texas,0
New Jersey Tax Court,Court of Appeals of Texas,0
New Mexico Supreme Court,Court of Appeals of Texas,3
New York Attorney General Reports,Court of Appeals of Texas,0
New York Court of Appeals,Court of Appeals of Texas,0
New York Supreme Court,Court of Appeals of Texas,0
New York Surrogate's Court,Court of Appeals of Texas,0
North Carolina Industrial Commission,Court of Appeals of Texas,0
North Dakota Supreme Court,Court of Appeals of Texas,0
Ohio Court of Appeals,Court of Appeals of Texas,0
Ohio Supreme Court,Court of Appeals of Texas,0
Oklahoma Attorney General Reports,Court of Appeals of Texas,0
Oregon Supreme Court,Court of Appeals of Texas,0
Oregon Tax Court,Court of Appeals of Texas,0
South Dakota Supreme Court,Court of Appeals of Texas,0
Superior Court of Delaware,Court of Appeals of Texas,0
Superior Court of North Carolina,Court of Appeals of Texas,0
Superior Court of Pennsylvania,Court of Appeals of Texas,1
Superior Court of Rhode Island,Court of Appeals of Texas,0
Supreme Court of Alabama,Court of Appeals of Texas,1
Supreme Court of Arkansas,Court of Appeals of Texas,0
Supreme Court of Colorado,Court of Appeals of Texas,0
Supreme Court of Connecticut,Court of Appeals of Texas,0
Supreme Court of Delaware,Court of Appeals of Texas,0
Supreme Court of Florida,Court of Appeals of Texas,0
Supreme Court of Georgia,Court of Appeals of Texas,0
Supreme Court of Iowa,Court of Appeals of Texas,0
Supreme Court of Kansas,Court of Appeals of Texas,0
Supreme Court of Louisiana,Court of Appeals of Texas,1
Supreme Court of Minnesota,Court of Appeals of Texas,0
Supreme Court of Missouri,Court of Appeals of Texas,0
Supreme Court of New Hampshire,Court of Appeals of Texas,0
Supreme Court of New Jersey,Court of Appeals of Texas,0
Supreme Court of North Carolina,Court of Appeals of Texas,0
Supreme Court of Oklahoma,Court of Appeals of Texas,2
Supreme Court of Pennsylvania,Court of Appeals of Texas,1
Supreme Court of Puerto Rico,Court of Appeals of Texas,0
Supreme Court of Rhode Island,Court of Appeals of Texas,0
Supreme Court of South Carolina,Court of Appeals of Texas,0
Supreme Court of the United States,Court of Appeals of Texas,0
Supreme Court of Vermont,Court of Appeals of Texas,0
Supreme Court of Virginia,Court of Appeals of Texas,0
Tennessee Superior Court for Law and Equity,Court of Appeals of Texas,0
Tennessee Supreme Court,Court of Appeals of Texas,0
Texas Attorney General Reports,Court of Appeals of Texas,0
"Texas Court of Appeals, 10th District (Waco)",Court of Appeals of Texas,0
"Texas Court of Appeals, 11th District (Eastland)",Court of Appeals of Texas,0
"Texas Court of Appeals, 12th District (Tyler)",Court of Appeals of Texas,0
"Texas Court of Appeals, 13th District",Court of Appeals of Texas,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Court of Appeals of Texas,0
"Texas Court of Appeals, 3rd District (Austin)",Court of Appeals of Texas,0
"Texas Court of Appeals, 4th District (San Antonio)",Court of Appeals of Texas,0
"Texas Court of Appeals, 6th District (Texarkana)",Court of Appeals of Texas,0
"Texas Court of Appeals, 7th District (Amarillo)",Court of Appeals of Texas,0
"Texas Court of Appeals, 8th District (El Paso)",Court of Appeals of Texas,0
"Texas Court of Appeals, 9th District (Beaumont)",Court of Appeals of Texas,0
Texas Supreme Court,Court of Appeals of Texas,0
U.S. Circuit Court for the District of District of Columbia,Court of Appeals of Texas,0
U.S. Circuit Court for the District of Massachusetts,Court of Appeals of Texas,0
United States Board of Tax Appeals,Court of Appeals of Texas,0
United States Court of International Trade,Court of Appeals of Texas,0
Utah Supreme Court,Court of Appeals of Texas,2
Washington Supreme Court,Court of Appeals of Texas,0
Wisconsin Supreme Court,Court of Appeals of Texas,0
Alabama Court of Appeals,Court of Appeals of Washington,0
Alaska Supreme Court,Court of Appeals of Washington,0
Appellate Court of Illinois,Court of Appeals of Washington,0
Appellate Division of the Supreme Court of the State of New York,Court of Appeals of Washington,0
Arizona Supreme Court,Court of Appeals of Washington,0
Arkansas Attorney General Reports,Court of Appeals of Washington,0
Board of Veterans' Appeals,Court of Appeals of Washington,0
California Court of Appeal,Court of Appeals of Washington,0
California Supreme Court,Court of Appeals of Washington,0
Colorado Attorney General Reports,Court of Appeals of Washington,0
Colorado Court of Appeals,Court of Appeals of Washington,0
Commonwealth Court of Pennsylvania,Court of Appeals of Washington,0
Connecticut Appellate Court,Court of Appeals of Washington,0
Connecticut Superior Court,Court of Appeals of Washington,0
Court for the Trial of Impeachments and Correction of Errors,Court of Appeals of Washington,0
Court of Appeals for the D.C. Circuit,Court of Appeals of Washington,0
Court of Appeals for the Eighth Circuit,Court of Appeals of Washington,0
Court of Appeals for the Eleventh Circuit,Court of Appeals of Washington,0
Court of Appeals for the Federal Circuit,Court of Appeals of Washington,0
Court of Appeals for the Fifth Circuit,Court of Appeals of Washington,0
Court of Appeals for the First Circuit,Court of Appeals of Washington,0
Court of Appeals for the Fourth Circuit,Court of Appeals of Washington,0
Court of Appeals for the Ninth Circuit,Court of Appeals of Washington,0
Court of Appeals for the Second Circuit,Court of Appeals of Washington,0
Court of Appeals for the Seventh Circuit,Court of Appeals of Washington,0
Court of Appeals for the Sixth Circuit,Court of Appeals of Washington,0
Court of Appeals for the Tenth Circuit,Court of Appeals of Washington,0
Court of Appeals for the Third Circuit,Court of Appeals of Washington,0
Court of Appeals of Arkansas,Court of Appeals of Washington,0
Court of Appeals of Georgia,Court of Appeals of Washington,0
Court of Appeals of Iowa,Court of Appeals of Washington,0
Court of Appeals of Kansas,Court of Appeals of Washington,0
Court of Appeals of Kentucky (pre-1976),Court of Appeals of Washington,0
Court of Appeals of Maryland,Court of Appeals of Washington,0
Court of Appeals of Minnesota,Court of Appeals of Washington,0
Court of Appeals of Mississippi,Court of Appeals of Washington,0
Court of Appeals of North Carolina,Court of Appeals of Washington,0
Court of Appeals of Oregon,Court of Appeals of Washington,0
Court of Appeals of South Carolina,Court of Appeals of Washington,0
Court of Appeals of Texas,Court of Appeals of Washington,0
Court of Appeals of Washington,Court of Appeals of Washington,30
Court of Appeals of Wisconsin,Court of Appeals of Washington,0
Court of Chancery of Delaware,Court of Appeals of Washington,0
Court of Civil Appeals of Alabama,Court of Appeals of Washington,0
Court of Claims of Illinois,Court of Appeals of Washington,0
Court of Criminal Appeals of Alabama,Court of Appeals of Washington,0
Court of Criminal Appeals of Oklahoma,Court of Appeals of Washington,0
Court of Criminal Appeals of Texas,Court of Appeals of Washington,0
Court of Customs and Patent Appeals,Court of Appeals of Washington,0
Court of King's Bench,Court of Appeals of Washington,0
District Court of Appeal of Florida,Court of Appeals of Washington,0
"District Court, C.D. California",Court of Appeals of Washington,0
"District Court, D. Alaska",Court of Appeals of Washington,0
"District Court, D. Arizona",Court of Appeals of Washington,0
"District Court, D. Massachusetts",Court of Appeals of Washington,0
"District Court, D. New Hampshire",Court of Appeals of Washington,0
"District Court, D. New Jersey",Court of Appeals of Washington,0
"District Court, D. South Carolina",Court of Appeals of Washington,0
"District Court, District of Columbia",Court of Appeals of Washington,0
"District Court, E.D. California",Court of Appeals of Washington,0
"District Court, E.D. New York",Court of Appeals of Washington,0
"District Court, E.D. Pennsylvania",Court of Appeals of Washington,0
"District Court, M.D. Florida",Court of Appeals of Washington,0
"District Court, N.D. California",Court of Appeals of Washington,0
"District Court, N.D. Illinois",Court of Appeals of Washington,0
"District Court, N.D. Indiana",Court of Appeals of Washington,0
"District Court, S.D. Florida",Court of Appeals of Washington,0
"District Court, S.D. Illinois",Court of Appeals of Washington,0
"District Court, S.D. New York",Court of Appeals of Washington,0
"District Court, W.D. Michigan",Court of Appeals of Washington,0
District of Columbia Court of Appeals,Court of Appeals of Washington,0
Florida Attorney General Reports,Court of Appeals of Washington,0
Florida Fifth District Court of Appeal,Court of Appeals of Washington,0
Florida First District Court of Appeal,Court of Appeals of Washington,0
Florida Fourth District Court of Appeal,Court of Appeals of Washington,0
Florida Second District Court of Appeal,Court of Appeals of Washington,0
Florida Third District Court of Appeal,Court of Appeals of Washington,0
Hawaii Intermediate Court of Appeals,Court of Appeals of Washington,0
Hawaii Supreme Court,Court of Appeals of Washington,0
Idaho Court of Appeals,Court of Appeals of Washington,0
Idaho Supreme Court,Court of Appeals of Washington,1
Illinois Supreme Court,Court of Appeals of Washington,0
Indiana Court of Appeals,Court of Appeals of Washington,0
Indiana Supreme Court,Court of Appeals of Washington,0
Louisiana Attorney General Reports,Court of Appeals of Washington,0
Louisiana Court of Appeal,Court of Appeals of Washington,0
Massachusetts Appeals Court,Court of Appeals of Washington,0
Massachusetts Supreme Judicial Court,Court of Appeals of Washington,0
Michigan Supreme Court,Court of Appeals of Washington,0
Mississippi Supreme Court,Court of Appeals of Washington,0
Missouri Attorney General Reports,Court of Appeals of Washington,0
Missouri Court of Appeals,Court of Appeals of Washington,0
Montana Supreme Court,Court of Appeals of Washington,0
Nebraska Attorney General Reports,Court of Appeals of Washington,0
Nebraska Court of Appeals,Court of Appeals of Washington,0
Nevada Supreme Court,Court of Appeals of Washington,0
New Jersey Court of Chancery,Court of Appeals of Washington,0
New Jersey Superior Court Appellate Division,Court of Appeals of Washington,0
New Jersey Tax Court,Court of Appeals of Washington,0
New Mexico Supreme Court,Court of Appeals of Washington,0
New York Attorney General Reports,Court of Appeals of Washington,0
New York Court of Appeals,Court of Appeals of Washington,0
New York Supreme Court,Court of Appeals of Washington,0
New York Surrogate's Court,Court of Appeals of Washington,0
North Carolina Industrial Commission,Court of Appeals of Washington,0
North Dakota Supreme Court,Court of Appeals of Washington,0
Ohio Court of Appeals,Court of Appeals of Washington,0
Ohio Supreme Court,Court of Appeals of Washington,0
Oklahoma Attorney General Reports,Court of Appeals of Washington,0
Oregon Supreme Court,Court of Appeals of Washington,0
Oregon Tax Court,Court of Appeals of Washington,0
South Dakota Supreme Court,Court of Appeals of Washington,0
Superior Court of Delaware,Court of Appeals of Washington,0
Superior Court of North Carolina,Court of Appeals of Washington,0
Superior Court of Pennsylvania,Court of Appeals of Washington,0
Superior Court of Rhode Island,Court of Appeals of Washington,0
Supreme Court of Alabama,Court of Appeals of Washington,0
Supreme Court of Arkansas,Court of Appeals of Washington,0
Supreme Court of Colorado,Court of Appeals of Washington,0
Supreme Court of Connecticut,Court of Appeals of Washington,0
Supreme Court of Delaware,Court of Appeals of Washington,0
Supreme Court of Florida,Court of Appeals of Washington,0
Supreme Court of Georgia,Court of Appeals of Washington,0
Supreme Court of Iowa,Court of Appeals of Washington,1
Supreme Court of Kansas,Court of Appeals of Washington,0
Supreme Court of Louisiana,Court of Appeals of Washington,0
Supreme Court of Minnesota,Court of Appeals of Washington,0
Supreme Court of Missouri,Court of Appeals of Washington,0
Supreme Court of New Hampshire,Court of Appeals of Washington,0
Supreme Court of New Jersey,Court of Appeals of Washington,0
Supreme Court of North Carolina,Court of Appeals of Washington,0
Supreme Court of Oklahoma,Court of Appeals of Washington,0
Supreme Court of Pennsylvania,Court of Appeals of Washington,0
Supreme Court of Puerto Rico,Court of Appeals of Washington,0
Supreme Court of Rhode Island,Court of Appeals of Washington,0
Supreme Court of South Carolina,Court of Appeals of Washington,0
Supreme Court of the United States,Court of Appeals of Washington,0
Supreme Court of Vermont,Court of Appeals of Washington,0
Supreme Court of Virginia,Court of Appeals of Washington,0
Tennessee Superior Court for Law and Equity,Court of Appeals of Washington,0
Tennessee Supreme Court,Court of Appeals of Washington,0
Texas Attorney General Reports,Court of Appeals of Washington,0
"Texas Court of Appeals, 10th District (Waco)",Court of Appeals of Washington,0
"Texas Court of Appeals, 11th District (Eastland)",Court of Appeals of Washington,0
"Texas Court of Appeals, 12th District (Tyler)",Court of Appeals of Washington,0
"Texas Court of Appeals, 13th District",Court of Appeals of Washington,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Court of Appeals of Washington,0
"Texas Court of Appeals, 3rd District (Austin)",Court of Appeals of Washington,0
"Texas Court of Appeals, 4th District (San Antonio)",Court of Appeals of Washington,0
"Texas Court of Appeals, 6th District (Texarkana)",Court of Appeals of Washington,0
"Texas Court of Appeals, 7th District (Amarillo)",Court of Appeals of Washington,0
"Texas Court of Appeals, 8th District (El Paso)",Court of Appeals of Washington,0
"Texas Court of Appeals, 9th District (Beaumont)",Court of Appeals of Washington,0
Texas Supreme Court,Court of Appeals of Washington,0
U.S. Circuit Court for the District of District of Columbia,Court of Appeals of Washington,0
U.S. Circuit Court for the District of Massachusetts,Court of Appeals of Washington,0
United States Board of Tax Appeals,Court of Appeals of Washington,0
United States Court of International Trade,Court of Appeals of Washington,0
Utah Supreme Court,Court of Appeals of Washington,0
Washington Supreme Court,Court of Appeals of Washington,1
Wisconsin Supreme Court,Court of Appeals of Washington,0
Alabama Court of Appeals,Court of Appeals of Wisconsin,0
Alaska Supreme Court,Court of Appeals of Wisconsin,0
Appellate Court of Illinois,Court of Appeals of Wisconsin,0
Appellate Division of the Supreme Court of the State of New York,Court of Appeals of Wisconsin,0
Arizona Supreme Court,Court of Appeals of Wisconsin,0
Arkansas Attorney General Reports,Court of Appeals of Wisconsin,0
Board of Veterans' Appeals,Court of Appeals of Wisconsin,0
California Court of Appeal,Court of Appeals of Wisconsin,0
California Supreme Court,Court of Appeals of Wisconsin,0
Colorado Attorney General Reports,Court of Appeals of Wisconsin,0
Colorado Court of Appeals,Court of Appeals of Wisconsin,0
Commonwealth Court of Pennsylvania,Court of Appeals of Wisconsin,0
Connecticut Appellate Court,Court of Appeals of Wisconsin,0
Connecticut Superior Court,Court of Appeals of Wisconsin,0
Court for the Trial of Impeachments and Correction of Errors,Court of Appeals of Wisconsin,0
Court of Appeals for the D.C. Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the Eighth Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the Eleventh Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the Federal Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the Fifth Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the First Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the Fourth Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the Ninth Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the Second Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the Seventh Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the Sixth Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the Tenth Circuit,Court of Appeals of Wisconsin,0
Court of Appeals for the Third Circuit,Court of Appeals of Wisconsin,0
Court of Appeals of Arkansas,Court of Appeals of Wisconsin,0
Court of Appeals of Georgia,Court of Appeals of Wisconsin,0
Court of Appeals of Iowa,Court of Appeals of Wisconsin,0
Court of Appeals of Kansas,Court of Appeals of Wisconsin,0
Court of Appeals of Kentucky (pre-1976),Court of Appeals of Wisconsin,0
Court of Appeals of Maryland,Court of Appeals of Wisconsin,0
Court of Appeals of Minnesota,Court of Appeals of Wisconsin,0
Court of Appeals of Mississippi,Court of Appeals of Wisconsin,0
Court of Appeals of North Carolina,Court of Appeals of Wisconsin,0
Court of Appeals of Oregon,Court of Appeals of Wisconsin,0
Court of Appeals of South Carolina,Court of Appeals of Wisconsin,0
Court of Appeals of Texas,Court of Appeals of Wisconsin,0
Court of Appeals of Washington,Court of Appeals of Wisconsin,0
Court of Appeals of Wisconsin,Court of Appeals of Wisconsin,97
Court of Chancery of Delaware,Court of Appeals of Wisconsin,0
Court of Civil Appeals of Alabama,Court of Appeals of Wisconsin,0
Court of Claims of Illinois,Court of Appeals of Wisconsin,0
Court of Criminal Appeals of Alabama,Court of Appeals of Wisconsin,0
Court of Criminal Appeals of Oklahoma,Court of Appeals of Wisconsin,0
Court of Criminal Appeals of Texas,Court of Appeals of Wisconsin,0
Court of Customs and Patent Appeals,Court of Appeals of Wisconsin,0
Court of King's Bench,Court of Appeals of Wisconsin,0
District Court of Appeal of Florida,Court of Appeals of Wisconsin,0
"District Court, C.D. California",Court of Appeals of Wisconsin,0
"District Court, D. Alaska",Court of Appeals of Wisconsin,0
"District Court, D. Arizona",Court of Appeals of Wisconsin,0
"District Court, D. Massachusetts",Court of Appeals of Wisconsin,0
"District Court, D. New Hampshire",Court of Appeals of Wisconsin,0
"District Court, D. New Jersey",Court of Appeals of Wisconsin,0
"District Court, D. South Carolina",Court of Appeals of Wisconsin,0
"District Court, District of Columbia",Court of Appeals of Wisconsin,0
"District Court, E.D. California",Court of Appeals of Wisconsin,0
"District Court, E.D. New York",Court of Appeals of Wisconsin,0
"District Court, E.D. Pennsylvania",Court of Appeals of Wisconsin,0
"District Court, M.D. Florida",Court of Appeals of Wisconsin,0
"District Court, N.D. California",Court of Appeals of Wisconsin,0
"District Court, N.D. Illinois",Court of Appeals of Wisconsin,0
"District Court, N.D. Indiana",Court of Appeals of Wisconsin,0
"District Court, S.D. Florida",Court of Appeals of Wisconsin,0
"District Court, S.D. Illinois",Court of Appeals of Wisconsin,0
"District Court, S.D. New York",Court of Appeals of Wisconsin,0
"District Court, W.D. Michigan",Court of Appeals of Wisconsin,0
District of Columbia Court of Appeals,Court of Appeals of Wisconsin,0
Florida Attorney General Reports,Court of Appeals of Wisconsin,0
Florida Fifth District Court of Appeal,Court of Appeals of Wisconsin,0
Florida First District Court of Appeal,Court of Appeals of Wisconsin,0
Florida Fourth District Court of Appeal,Court of Appeals of Wisconsin,0
Florida Second District Court of Appeal,Court of Appeals of Wisconsin,0
Florida Third District Court of Appeal,Court of Appeals of Wisconsin,0
Hawaii Intermediate Court of Appeals,Court of Appeals of Wisconsin,0
Hawaii Supreme Court,Court of Appeals of Wisconsin,0
Idaho Court of Appeals,Court of Appeals of Wisconsin,0
Idaho Supreme Court,Court of Appeals of Wisconsin,0
Illinois Supreme Court,Court of Appeals of Wisconsin,0
Indiana Court of Appeals,Court of Appeals of Wisconsin,0
Indiana Supreme Court,Court of Appeals of Wisconsin,0
Louisiana Attorney General Reports,Court of Appeals of Wisconsin,0
Louisiana Court of Appeal,Court of Appeals of Wisconsin,0
Massachusetts Appeals Court,Court of Appeals of Wisconsin,0
Massachusetts Supreme Judicial Court,Court of Appeals of Wisconsin,0
Michigan Supreme Court,Court of Appeals of Wisconsin,0
Mississippi Supreme Court,Court of Appeals of Wisconsin,0
Missouri Attorney General Reports,Court of Appeals of Wisconsin,0
Missouri Court of Appeals,Court of Appeals of Wisconsin,0
Montana Supreme Court,Court of Appeals of Wisconsin,0
Nebraska Attorney General Reports,Court of Appeals of Wisconsin,0
Nebraska Court of Appeals,Court of Appeals of Wisconsin,0
Nevada Supreme Court,Court of Appeals of Wisconsin,0
New Jersey Court of Chancery,Court of Appeals of Wisconsin,0
New Jersey Superior Court Appellate Division,Court of Appeals of Wisconsin,0
New Jersey Tax Court,Court of Appeals of Wisconsin,0
New Mexico Supreme Court,Court of Appeals of Wisconsin,0
New York Attorney General Reports,Court of Appeals of Wisconsin,0
New York Court of Appeals,Court of Appeals of Wisconsin,0
New York Supreme Court,Court of Appeals of Wisconsin,0
New York Surrogate's Court,Court of Appeals of Wisconsin,0
North Carolina Industrial Commission,Court of Appeals of Wisconsin,0
North Dakota Supreme Court,Court of Appeals of Wisconsin,0
Ohio Court of Appeals,Court of Appeals of Wisconsin,0
Ohio Supreme Court,Court of Appeals of Wisconsin,0
Oklahoma Attorney General Reports,Court of Appeals of Wisconsin,0
Oregon Supreme Court,Court of Appeals of Wisconsin,0
Oregon Tax Court,Court of Appeals of Wisconsin,0
South Dakota Supreme Court,Court of Appeals of Wisconsin,0
Superior Court of Delaware,Court of Appeals of Wisconsin,0
Superior Court of North Carolina,Court of Appeals of Wisconsin,0
Superior Court of Pennsylvania,Court of Appeals of Wisconsin,0
Superior Court of Rhode Island,Court of Appeals of Wisconsin,0
Supreme Court of Alabama,Court of Appeals of Wisconsin,0
Supreme Court of Arkansas,Court of Appeals of Wisconsin,0
Supreme Court of Colorado,Court of Appeals of Wisconsin,0
Supreme Court of Connecticut,Court of Appeals of Wisconsin,0
Supreme Court of Delaware,Court of Appeals of Wisconsin,0
Supreme Court of Florida,Court of Appeals of Wisconsin,0
Supreme Court of Georgia,Court of Appeals of Wisconsin,0
Supreme Court of Iowa,Court of Appeals of Wisconsin,0
Supreme Court of Kansas,Court of Appeals of Wisconsin,0
Supreme Court of Louisiana,Court of Appeals of Wisconsin,0
Supreme Court of Minnesota,Court of Appeals of Wisconsin,0
Supreme Court of Missouri,Court of Appeals of Wisconsin,0
Supreme Court of New Hampshire,Court of Appeals of Wisconsin,0
Supreme Court of New Jersey,Court of Appeals of Wisconsin,0
Supreme Court of North Carolina,Court of Appeals of Wisconsin,0
Supreme Court of Oklahoma,Court of Appeals of Wisconsin,0
Supreme Court of Pennsylvania,Court of Appeals of Wisconsin,0
Supreme Court of Puerto Rico,Court of Appeals of Wisconsin,0
Supreme Court of Rhode Island,Court of Appeals of Wisconsin,0
Supreme Court of South Carolina,Court of Appeals of Wisconsin,0
Supreme Court of the United States,Court of Appeals of Wisconsin,0
Supreme Court of Vermont,Court of Appeals of Wisconsin,0
Supreme Court of Virginia,Court of Appeals of Wisconsin,0
Tennessee Superior Court for Law and Equity,Court of Appeals of Wisconsin,0
Tennessee Supreme Court,Court of Appeals of Wisconsin,0
Texas Attorney General Reports,Court of Appeals of Wisconsin,0
"Texas Court of Appeals, 10th District (Waco)",Court of Appeals of Wisconsin,0
"Texas Court of Appeals, 11th District (Eastland)",Court of Appeals of Wisconsin,0
"Texas Court of Appeals, 12th District (Tyler)",Court of Appeals of Wisconsin,0
"Texas Court of Appeals, 13th District",Court of Appeals of Wisconsin,0
"Texas Court of Appeals, 2nd District (Fort Worth)",Court of Appeals of Wisconsin,0
"Texas Court of Appeals, 3rd District (Austin)",Court of Appeals of Wisconsin,0
"Texas Court of Appeals, 4th District (San Antonio)",Court of Appeals of Wisconsin,0
"Texas Court of Appeals, 6th District (Texarkana)",Court of Appeals of Wisconsin,0
"Texas Court of Appeals, 7th District (Amarillo)",Court of Appeals of Wisconsin,0
"Texas Court of Appeals, 8th District (El Paso)",Court of Appeals of Wisconsin,0
"Texas Court of Appeals, 9th District (Beaumont)",Court of Appeals of Wisconsin,0
Texas Supreme Court,Court of Appeals of Wisconsin,0
U.S. Circuit Court for the District of District of Columbia,Court of Appeals of Wisconsin,0
U.S. Circuit Court for the District of Massachusetts,Court of Appeals of Wisconsin,0
United States Board of Tax Appeals,Court of Appeals of Wisconsin,0
United States Court of International Trade,Court of Appeals of Wisconsin,0
Utah Supreme Court,Court of Appeals of Wisconsin,0
Washington Supreme Court,Court of Appeals of Wisconsin,0
Wisconsin Supreme Court,Court of Appeals of Wisconsin,2
Alabama Court of Appeals,Court of Chancery of Delaware,0
Alaska Supreme Court,Court of Chancery of Delaware,0
Appellate Court of Illinois,Court of Chancery of Delaware,0
Appellate Division of the Supreme Court of the State of New York,Court of Chancery of Delaware,0
Arizona Supreme Court,Court of Chancery of Delaware,0
Arkansas Attorney General Reports,Court of Chancery of Delaware,0
Board of Veterans' Appeals,Court of Chancery of Delaware,0
California Court of Appeal,Court of Chancery of Delaware,0
California Supreme Court,Court of Chancery of Delaware,0
Colorado Attorney General Reports,Court of Chancery of Delaware,0
Colorado Court of Appeals,Court of Chancery of Delaware,0
Commonwealth Court of Pennsylvania,Court of Chancery of Delaware,0
Connecticut Appellate Court,Court of Chancery of Delaware,0
Connecticut Superior Court,Court of Chancery of Delaware,0
Court for the Trial of Impeachments and Correction of Errors,Court of Chancery of Delaware,0
Court of Appeals for the D.C. Circuit,Court of Chancery of Delaware,0
Court of Appeals for the Eighth Circuit,Court of Chancery of Delaware,0
Court of Appeals for the Eleventh Circuit,Court of Chancery of Delaware,0
Court of Appeals for the Federal Circuit,Court of Chancery of Delaware,0
Court of Appeals for the Fifth Circuit,Court of Chancery of Delaware,0
Court of Appeals for the First Circuit,Court of Chancery of Delaware,0
Court of Appeals for the Fourth Circuit,Court of Chancery of Delaware,0
Court of Appeals for the Ninth Circuit,Court of Chancery of Delaware,0
Court of Appeals for the Second Circuit,Court of Chancery of Delaware,0
Court of Appeals for the Seventh Circuit,Court of Chancery of Delaware,0
Court of Appeals for the Sixth Circuit,Court of Chancery of Delaware,0
Court of Appeals for the Tenth Circuit,Court of Chancery of Delaware,0
Court of Appeals for the Third Circuit,Court of Chancery of Delaware,0
Court of Appeals of Arkansas,Court of Chancery of Delaware,0
Court of Appeals of Georgia,Court of Chancery of Delaware,0
Court of Appeals of Iowa,Court of Chancery of Delaware,0
Court of Appeals of Kansas,Court of Chancery of Delaware,0
Court of Appeals of Kentucky (pre-1976),Court of Chancery of Delaware,0
Court of Appeals of Maryland,Court of Chancery of Delaware,0
Court of Appeals of Minnesota,Court of Chancery of Delaware,0
Court of Appeals of Mississippi,Court of Chancery of Delaware,0
Court of Appeals of North Carolina,Court of Chancery of Delaware,0
Court of Appeals of Oregon,Court of Chancery of Delaware,0
Court of Appeals of South Carolina,Court of Chancery of Delaware,0
Court of Appeals of Texas,Court of Chancery of Delaware,0
Court of Appeals of Washington,Court of Chancery of Delaware,0
Court of Appeals of Wisconsin,Court of Chancery of Delaware,0
Court of Chancery of Delaware,Court of Chancery of Delaware,12
Court of Civil Appeals of Alabama,Court of Chancery of Delaware,0
Court of Claims of Illinois,Court of Chancery of Delaware,0
Court of Criminal Appeals of Alabama,Court of Chancery of Delaware,0
